c1,c2,c3,c4,c5,c6,c7,c8,c9,status
1,1,0,0,0,2,1,1,2,none
2,0,2,1,0,2,1,2,1,none
1,0,2,2,0,2,2,1,1,none
2,0,2,0,2,0,0,0,1,none
1,0,0,1,1,0,2,2,0,none
1,1,2,2,1,1,2,2,2,O_win
0,1,1,2,1,2,0,0,2,none
0,2,0,0,1,0,2,1,1,none
1,0,0,2,2,0,1,0,1,none
0,0,2,2,2,2,0,1,0,O_win
2,0,0,1,1,1,0,1,1,X_win
0,1,0,0,2,2,2,0,2,none
0,1,2,2,1,2,2,2,2,O_win
1,0,0,2,2,1,2,1,2,none
0,0,2,0,0,0,0,2,2,none
0,0,1,0,1,0,1,0,2,X_win
1,2,2,1,0,0,0,1,0,none
0,2,2,1,0,0,1,0,1,none
2,2,1,0,1,0,0,1,0,none
1,0,1,2,0,2,2,2,2,O_win
2,1,1,2,2,1,1,1,2,O_win
0,0,2,2,0,1,1,0,1,none
0,2,2,2,0,0,2,2,2,O_win
1,2,0,0,2,0,1,0,0,none
0,1,0,1,0,2,0,2,1,none
2,2,0,1,1,2,2,1,1,none
0,2,2,0,0,2,0,0,2,O_win
2,0,0,0,1,1,0,0,0,none
0,0,0,1,2,1,1,1,1,X_win
0,2,0,2,0,1,0,1,1,none
1,1,0,1,0,2,2,0,2,none
1,1,1,2,2,0,1,0,1,X_win
0,0,0,0,0,1,0,2,1,none
0,2,0,1,2,0,2,0,0,none
0,0,0,0,0,2,2,0,0,none
2,0,0,2,2,2,2,2,0,O_win
1,0,0,2,1,0,2,2,1,X_win
2,1,0,0,0,1,0,0,1,none
0,1,2,2,0,0,1,1,2,none
0,2,2,1,0,1,1,1,2,none
2,1,2,1,1,1,0,1,1,X_win
1,0,1,1,2,0,1,0,1,X_win
2,2,0,0,1,2,2,0,1,none
0,1,0,2,0,2,0,0,0,none
0,0,2,2,0,1,2,2,1,none
2,0,2,2,1,2,2,0,1,O_win
2,1,0,1,2,2,1,1,1,X_win
0,2,0,1,1,0,1,1,0,none
2,1,0,2,0,1,0,0,0,none
1,1,2,2,2,0,1,1,2,none
0,2,0,0,0,0,1,1,2,none
1,2,0,1,2,2,1,1,1,X_win
1,0,2,1,0,0,1,0,1,X_win
2,1,0,2,2,1,0,2,1,none
2,2,1,2,1,2,0,2,1,none
0,0,2,2,1,0,2,1,2,none
0,2,1,1,2,2,2,1,1,none
0,0,1,0,1,1,2,0,1,X_win
1,2,1,2,2,1,1,1,0,none
1,2,0,1,0,1,2,1,1,none
0,0,2,2,0,1,1,2,2,none
2,1,2,2,2,2,0,0,0,O_win
0,1,0,1,1,2,0,1,0,X_win
1,0,0,1,2,1,1,2,1,X_win
1,2,1,2,2,2,1,2,2,O_win
0,1,0,1,1,1,2,2,2,X_win
2,2,2,2,0,0,2,1,0,O_win
2,2,2,1,2,0,0,2,1,O_win
0,0,2,2,1,0,1,2,2,none
0,1,2,1,0,1,1,2,0,none
0,0,1,0,1,0,2,2,2,O_win
2,1,2,0,0,2,2,2,1,none
0,1,2,2,0,2,0,0,2,O_win
1,0,0,1,1,0,2,1,1,X_win
0,0,0,2,1,1,0,1,2,none
1,0,2,1,0,1,1,1,0,X_win
0,1,0,2,2,0,2,2,2,O_win
2,2,2,0,1,2,1,0,2,O_win
1,0,0,0,2,2,2,0,0,none
1,2,1,0,1,1,0,1,0,none
1,2,0,1,0,2,1,0,2,X_win
1,1,1,2,2,2,2,0,0,X_win
2,1,1,2,1,1,1,1,1,X_win
0,1,1,0,1,1,1,1,1,X_win
1,0,0,1,1,0,2,0,0,none
0,1,2,1,2,0,2,1,2,O_win
2,0,1,1,1,2,0,1,2,none
1,0,0,2,1,0,1,2,0,none
0,2,2,0,1,0,0,1,1,none
2,2,2,2,0,2,0,0,0,O_win
1,1,1,2,0,2,0,1,0,X_win
2,0,0,0,0,1,1,2,1,none
2,1,2,1,0,1,1,1,1,X_win
0,0,2,1,0,2,1,0,1,none
1,2,2,2,0,2,1,1,2,O_win
1,2,2,0,2,2,2,2,1,O_win
2,0,1,1,0,0,1,2,1,none
2,2,2,2,2,0,2,0,2,O_win
1,2,2,2,2,1,2,2,1,O_win
1,0,1,1,1,2,2,2,2,O_win
2,1,2,0,2,1,1,0,1,none
2,2,1,2,0,1,0,0,0,none
2,1,2,0,0,1,1,2,2,none
0,1,2,0,0,2,2,2,2,O_win
0,1,2,0,1,0,0,0,1,none
2,0,2,0,1,2,1,2,2,O_win
2,1,0,1,1,1,0,0,1,X_win
0,1,0,0,1,2,2,1,0,X_win
2,0,1,2,0,0,2,2,0,O_win
2,1,1,2,1,2,0,0,2,none
1,2,2,0,2,0,1,2,1,O_win
1,1,1,1,0,0,0,2,0,X_win
2,1,2,2,2,1,1,0,2,O_win
1,2,0,1,2,0,2,0,2,none
2,0,0,0,2,0,1,2,1,none
1,0,1,1,1,2,2,2,0,none
1,2,0,1,0,1,2,0,1,none
2,0,0,0,2,1,1,0,1,none
1,0,0,2,2,2,0,1,0,O_win
2,1,0,0,1,1,0,0,0,none
0,0,2,0,1,2,1,1,1,X_win
2,2,0,2,1,0,0,0,2,none
0,2,2,2,1,2,1,2,0,none
1,1,0,1,2,1,0,1,0,none
1,0,0,0,0,0,2,1,1,none
1,1,0,0,1,0,2,1,0,X_win
1,1,1,1,1,2,1,0,2,X_win
2,1,0,2,0,0,2,1,0,O_win
0,1,1,1,2,0,0,0,2,none
2,1,2,2,1,2,2,2,2,O_win
2,1,0,1,2,1,1,1,2,O_win
0,1,0,1,2,1,0,1,0,none
2,1,1,1,1,2,0,2,1,none
1,2,2,2,0,1,2,0,2,none
1,2,0,2,0,0,0,1,2,none
0,1,1,1,1,0,0,1,2,X_win
0,1,0,1,1,1,0,2,0,X_win
1,1,1,2,1,1,1,2,2,X_win
1,1,0,1,2,2,1,2,0,X_win
0,2,0,0,0,2,0,0,2,none
1,1,2,0,0,0,0,2,0,none
0,0,1,2,2,1,0,0,2,none
2,2,0,0,0,1,2,2,0,none
2,0,2,0,2,1,0,1,2,O_win
1,2,1,1,2,2,1,0,2,X_win
1,1,1,2,0,2,1,2,2,X_win
2,2,2,1,1,1,0,0,0,O_win
0,2,0,2,2,2,2,1,1,O_win
1,1,0,1,1,2,0,2,1,X_win
0,0,1,0,1,1,0,1,2,none
0,0,1,0,1,0,1,0,1,X_win
0,0,2,0,2,2,1,0,2,O_win
0,1,0,1,2,0,0,2,2,none
1,2,1,2,1,2,0,2,2,none
1,0,0,0,1,0,1,2,2,none
2,0,0,1,2,1,1,1,0,none
0,0,0,1,0,2,0,1,2,none
2,1,2,0,1,2,1,1,2,X_win
1,1,0,2,1,2,2,0,2,none
1,0,1,1,0,2,2,0,0,none
2,0,2,0,2,2,1,1,0,none
0,1,1,1,1,0,0,2,2,none
2,0,2,2,0,2,2,0,0,O_win
1,0,1,1,2,2,0,0,1,none
2,2,1,2,1,1,1,2,1,X_win
1,2,1,2,1,0,2,0,1,X_win
0,2,0,0,2,1,2,1,0,none
1,1,2,1,1,1,1,0,2,X_win
0,2,1,2,0,1,2,1,0,none
2,2,1,0,1,2,1,0,1,X_win
2,0,0,1,2,2,1,1,1,X_win
0,0,1,0,1,1,0,2,2,none
0,2,0,1,0,2,2,1,1,none
0,2,1,0,2,2,0,1,2,none
1,0,0,1,2,1,1,0,1,X_win
1,2,2,1,2,2,2,1,0,O_win
0,0,0,1,0,2,2,1,1,none
0,2,1,0,0,0,1,2,2,none
2,2,0,1,1,2,2,0,2,none
2,2,0,0,2,1,2,2,1,O_win
2,0,0,2,1,2,1,2,1,none
0,2,2,2,2,0,0,0,2,none
2,2,1,2,2,1,0,2,2,O_win
1,2,1,1,2,0,2,0,1,none
0,1,1,0,1,1,2,1,2,X_win
2,2,2,2,1,1,2,0,2,O_win
0,0,2,0,2,1,2,2,0,O_win
2,1,1,1,1,0,2,2,0,none
1,2,1,0,1,0,2,0,1,X_win
1,0,0,2,2,1,2,1,1,none
0,0,0,0,0,0,1,2,1,none
2,0,2,0,1,2,2,2,0,none
0,1,2,0,1,2,0,2,2,O_win
2,1,2,1,0,2,0,2,0,none
2,0,2,0,0,0,2,0,2,none
2,0,0,2,1,2,2,0,1,O_win
0,0,1,2,1,0,0,2,2,none
1,1,0,0,1,1,2,2,0,none
1,1,1,0,1,1,0,0,0,X_win
0,2,0,2,2,0,2,1,2,none
0,2,2,0,2,0,1,2,2,O_win
0,0,0,1,1,2,1,1,1,X_win
2,0,0,0,2,2,2,2,2,O_win
0,2,1,2,0,1,2,2,0,none
1,2,0,1,0,1,1,1,0,X_win
0,1,1,0,2,0,0,0,2,none
2,1,1,2,1,2,0,2,2,none
0,1,2,0,2,1,2,1,0,O_win
0,0,1,0,1,2,1,2,1,X_win
2,0,1,1,2,0,2,2,2,O_win
0,2,2,1,1,1,0,2,0,X_win
1,0,0,1,2,1,2,2,0,none
1,0,0,1,0,0,0,1,2,none
0,0,1,1,1,2,0,0,0,none
0,0,1,1,2,1,0,0,1,X_win
0,0,2,2,0,1,1,2,2,none
0,1,0,1,0,2,1,2,0,none
2,2,1,1,0,1,1,0,0,none
0,0,2,0,2,1,2,1,2,O_win
1,0,0,0,1,0,2,1,1,X_win
1,0,1,0,0,1,0,0,2,none
2,2,0,1,0,1,1,2,1,none
2,1,1,0,1,1,1,0,2,X_win
2,0,0,0,2,1,0,1,1,none
2,2,2,0,0,0,1,0,1,O_win
1,2,0,2,2,2,2,2,0,O_win
2,0,2,2,1,2,2,2,0,O_win
0,0,2,1,2,1,0,1,2,none
1,0,2,1,1,2,1,0,1,X_win
1,0,2,0,2,2,1,0,1,none
2,2,0,0,0,2,2,0,2,none
2,1,2,0,1,0,0,2,2,none
1,0,1,0,0,2,1,2,0,none
0,0,2,1,0,2,1,0,0,none
1,0,0,2,1,0,1,1,1,X_win
2,0,2,1,2,1,1,1,2,O_win
2,2,2,0,2,0,2,0,1,O_win
0,2,0,0,0,0,1,2,0,none
0,0,2,0,1,1,2,2,2,O_win
2,2,1,0,0,2,2,1,2,none
1,1,1,0,1,1,2,1,1,X_win
0,1,0,0,0,1,2,1,1,none
0,0,2,2,0,1,0,0,2,none
2,1,1,1,0,0,0,2,2,none
1,2,1,1,0,1,2,0,2,none
0,2,2,0,2,1,0,2,2,O_win
2,2,2,0,2,2,1,0,0,O_win
1,1,0,0,2,2,0,0,0,none
0,2,2,2,2,2,0,0,1,O_win
0,1,1,2,0,2,2,2,0,none
1,2,2,0,1,2,1,2,0,none
1,0,2,2,1,1,1,1,1,X_win
2,0,0,0,2,2,0,2,1,none
0,1,0,2,2,2,1,2,0,O_win
0,2,0,2,0,2,0,1,0,none
1,2,0,1,2,0,1,0,1,X_win
1,0,1,0,1,0,2,1,2,none
0,1,1,1,2,2,0,2,1,none
1,1,2,1,2,2,1,0,2,X_win
0,0,0,1,2,1,1,1,1,X_win
1,2,0,2,2,0,1,2,2,O_win
2,1,0,0,0,2,0,0,1,none
2,0,2,1,2,1,0,1,1,none
1,2,0,0,0,0,2,1,0,none
0,1,0,0,2,0,1,1,1,X_win
0,2,2,2,0,2,0,0,2,O_win
0,0,0,2,1,0,2,1,2,none
1,0,2,0,0,1,2,2,1,none
1,2,0,1,0,1,0,1,2,none
2,2,1,2,2,1,0,2,0,O_win
0,2,1,2,2,2,2,1,1,O_win
0,2,0,2,2,0,1,2,2,O_win
1,0,0,1,2,2,2,1,1,none
0,0,2,2,1,1,2,2,0,none
1,0,1,2,2,2,1,0,0,O_win
0,0,2,1,0,0,1,1,2,none
0,0,1,1,0,2,0,0,1,none
2,2,2,1,1,1,1,0,1,O_win
0,0,2,0,0,1,1,1,2,none
1,0,0,0,0,1,0,0,1,none
0,2,0,1,2,0,2,1,0,none
1,0,0,0,1,0,0,1,0,none
1,0,0,2,0,2,0,0,1,none
1,0,2,2,0,0,2,2,0,none
0,1,2,2,0,1,0,1,1,none
0,2,1,1,1,1,1,1,2,X_win
1,2,1,0,1,2,1,0,2,X_win
1,2,1,0,1,2,1,0,2,X_win
1,1,2,1,0,2,0,0,1,none
1,0,2,0,0,2,1,0,2,O_win
1,2,0,0,2,2,1,1,0,none
2,0,2,0,1,0,1,2,1,none
2,2,0,2,2,2,2,1,2,O_win
1,2,1,1,1,2,1,1,0,X_win
0,2,2,0,1,0,1,1,1,X_win
1,2,0,1,0,2,0,1,2,none
2,0,0,0,0,1,1,0,1,none
2,1,0,2,0,2,1,0,1,none
2,0,0,1,0,2,0,2,1,none
0,2,0,1,0,0,1,1,0,none
2,1,1,0,2,0,1,1,0,none
2,2,0,0,0,2,1,0,1,none
1,2,1,1,1,2,1,0,0,X_win
0,0,1,2,0,2,0,1,0,none
2,0,0,0,2,0,2,2,0,none
0,2,2,0,1,1,0,1,2,none
1,2,1,2,0,0,1,0,0,none
2,0,2,1,0,2,0,0,2,O_win
2,2,1,2,0,2,0,2,1,none
2,0,2,2,1,1,0,2,1,none
1,1,2,0,0,2,0,0,1,none
2,1,0,1,0,2,1,0,1,none
2,2,2,0,2,1,0,0,2,O_win
2,1,1,2,2,1,1,2,1,X_win
0,2,1,0,2,2,1,1,2,none
0,2,2,2,1,1,2,0,2,none
0,1,1,2,2,1,0,2,0,none
1,2,2,2,0,1,1,1,2,none
2,1,0,2,2,0,2,1,0,O_win
1,0,0,1,2,2,2,2,1,none
2,0,1,2,1,0,0,2,1,none
2,2,1,2,1,0,0,1,1,none
2,0,2,2,0,0,1,0,1,none
1,0,0,0,2,0,2,0,2,none
0,1,1,2,2,1,1,1,0,none
0,2,2,0,1,1,2,2,2,O_win
1,1,2,2,0,2,1,0,1,none
1,1,1,0,0,0,0,0,1,X_win
2,0,2,0,0,1,1,0,0,none
2,0,1,1,2,1,0,1,2,O_win
1,1,0,2,0,0,0,1,0,none
2,0,0,1,2,0,2,0,1,none
2,1,1,2,0,1,2,1,2,O_win
2,2,1,2,2,2,0,2,1,O_win
2,1,2,2,1,0,0,1,2,X_win
0,2,1,1,1,1,1,2,1,X_win
0,0,2,0,2,0,2,1,0,O_win
2,2,0,1,2,1,1,1,1,X_win
0,1,1,0,2,0,2,2,0,none
1,1,2,1,2,2,1,1,1,X_win
1,1,2,0,2,2,2,2,1,O_win
0,1,1,0,2,2,2,1,0,none
1,1,2,1,1,0,2,2,2,O_win
2,1,2,1,0,2,0,1,0,none
1,2,1,1,0,0,1,0,2,X_win
1,1,1,2,1,0,1,0,1,X_win
2,0,2,0,2,2,1,1,0,none
0,2,0,2,0,0,2,0,0,none
1,1,2,1,2,1,0,1,2,none
1,0,1,1,2,2,2,1,1,none
2,0,0,1,1,2,2,0,2,none
1,2,0,0,2,0,1,1,0,none
0,1,1,1,2,1,2,0,0,none
2,0,1,1,1,1,0,1,1,X_win
2,2,0,0,2,0,0,0,0,none
2,0,1,0,1,0,2,0,0,none
0,1,2,2,2,0,1,2,2,none
0,1,2,2,1,1,2,2,1,none
1,2,0,1,2,1,1,2,0,X_win
1,1,1,2,1,0,0,2,2,X_win
1,1,2,1,2,1,0,2,0,none
2,0,1,2,1,2,2,1,0,O_win
2,1,0,0,2,0,1,1,0,none
2,1,0,0,1,1,2,2,0,none
1,2,1,2,0,0,2,1,1,none
2,1,2,2,0,2,1,0,0,none
0,0,2,2,2,2,2,2,0,O_win
1,0,0,0,2,2,0,2,2,none
1,2,2,0,0,2,1,0,2,O_win
2,1,0,2,2,1,2,1,0,O_win
2,0,1,2,1,2,2,1,1,O_win
1,1,2,2,1,0,1,2,2,none
2,2,2,1,0,2,1,2,0,O_win
0,1,1,1,0,1,0,1,1,X_win
0,1,1,0,2,2,1,2,1,none
0,2,2,1,0,1,1,2,1,none
1,2,0,1,0,2,0,1,0,none
2,0,1,1,2,2,0,0,2,O_win
0,2,1,2,0,1,0,2,2,none
1,2,2,0,1,2,0,2,1,X_win
0,2,2,0,1,2,1,1,2,O_win
1,1,2,2,2,0,2,0,2,O_win
0,1,0,2,2,1,2,0,2,none
0,0,2,0,2,0,2,0,0,O_win
2,0,1,2,2,0,2,2,1,O_win
0,2,2,2,0,1,2,1,1,none
0,1,2,1,0,0,0,2,1,none
1,0,0,1,0,2,0,2,1,none
2,0,2,0,0,2,2,1,1,none
1,0,2,1,2,2,1,1,0,X_win
0,0,1,0,1,0,1,2,0,X_win
2,0,0,0,2,1,2,2,2,O_win
1,0,2,2,0,0,2,2,1,none
1,0,0,2,1,0,0,1,1,X_win
1,0,1,1,1,2,2,1,2,none
1,0,2,2,2,2,2,0,2,O_win
0,2,0,2,0,0,2,0,2,none
2,2,1,1,0,1,1,2,1,X_win
1,1,0,0,0,0,1,0,0,none
0,0,2,0,0,0,1,0,2,none
0,2,1,2,1,2,1,0,2,X_win
0,2,2,2,2,2,0,1,0,O_win
0,1,2,2,0,2,2,0,2,O_win
2,2,2,0,2,2,0,0,2,O_win
1,0,1,1,2,1,2,1,0,none
0,0,2,0,0,0,0,2,2,none
1,0,1,0,0,1,0,2,2,none
0,0,2,0,0,0,1,0,2,none
0,0,1,2,2,1,1,0,1,X_win
0,0,0,2,0,1,0,0,1,none
1,0,0,0,0,1,2,0,1,none
2,0,2,1,2,2,0,0,1,none
2,1,0,1,2,1,1,2,2,O_win
1,2,0,2,0,2,1,0,0,none
2,0,1,0,1,1,1,1,1,X_win
1,1,2,2,1,1,0,2,0,none
2,2,1,0,1,0,1,2,2,X_win
1,2,2,0,0,0,0,1,1,none
2,1,1,0,2,0,1,1,2,O_win
1,2,1,0,0,2,0,0,1,none
1,0,2,0,1,1,2,2,0,none
2,1,1,0,0,0,0,0,1,none
0,2,0,1,2,0,1,2,1,O_win
1,2,0,2,2,2,1,2,1,O_win
2,1,0,1,2,1,1,1,2,O_win
0,2,1,1,1,0,0,2,1,none
2,1,2,0,2,0,2,1,0,O_win
2,2,2,0,1,1,0,1,2,O_win
2,1,1,1,0,1,1,1,0,none
1,1,0,0,2,2,0,2,2,none
2,2,2,1,2,0,0,1,1,O_win
2,2,0,0,1,0,0,1,0,none
1,1,1,2,1,2,2,2,1,X_win
0,2,2,1,1,1,0,2,0,X_win
1,2,2,2,0,0,2,0,0,none
2,1,0,1,1,1,1,2,2,X_win
0,2,1,0,0,2,1,2,1,none
0,1,1,0,2,2,0,1,0,none
2,1,2,2,2,0,0,1,1,none
1,1,2,1,2,0,2,0,0,O_win
0,1,1,1,1,0,2,2,2,O_win
1,1,1,1,1,0,0,0,0,X_win
1,1,0,2,1,0,2,2,0,none
1,1,0,1,0,0,2,0,0,none
2,0,2,1,0,0,2,1,1,none
1,0,2,1,0,2,2,0,2,O_win
2,0,2,0,2,0,0,2,1,none
1,0,1,1,2,2,1,0,1,X_win
0,1,2,1,1,2,0,0,0,none
1,2,2,0,0,1,1,2,0,none
1,1,1,1,1,1,1,1,2,X_win
2,2,1,1,1,0,2,2,1,none
1,0,2,2,0,0,1,0,1,none
2,0,0,1,2,0,1,1,0,none
1,1,0,0,1,0,2,2,2,O_win
1,2,1,1,1,0,2,0,1,X_win
2,0,0,0,0,0,0,0,0,none
0,0,1,2,1,2,1,1,2,X_win
1,2,1,2,1,0,0,1,2,none
1,1,2,1,1,0,0,1,1,X_win
2,2,1,1,1,0,2,0,1,none
1,0,0,1,1,1,1,0,1,X_win
2,0,0,1,1,1,0,0,2,X_win
2,0,2,1,0,0,2,2,1,none
0,2,1,0,0,1,1,1,2,none
0,0,1,0,0,1,2,2,0,none
1,0,1,0,2,1,1,1,2,none
1,1,2,1,2,0,1,0,2,X_win
2,1,2,1,0,0,0,1,0,none
0,1,2,2,1,0,2,2,0,none
2,2,2,2,0,2,0,2,0,O_win
2,2,2,1,1,0,1,2,2,O_win
0,0,0,2,1,2,0,2,2,none
0,1,0,0,1,0,1,0,0,none
1,0,2,0,2,2,1,0,1,none
0,1,2,1,1,0,1,1,1,X_win
0,0,2,0,1,1,2,0,0,none
2,1,2,2,1,1,2,1,2,O_win
0,2,0,0,1,0,0,0,2,none
0,0,2,0,0,0,0,0,0,none
0,2,0,2,1,1,0,2,0,none
1,2,2,2,1,1,0,0,1,X_win
1,2,2,1,2,2,2,0,2,O_win
2,1,0,2,0,2,1,1,2,none
2,2,0,1,2,0,1,0,1,none
1,0,2,2,1,0,2,1,0,none
0,0,1,2,0,0,1,2,0,none
1,2,0,2,0,2,1,1,0,none
1,0,0,2,0,0,2,2,0,none
0,2,0,1,0,0,1,2,1,none
1,2,2,0,2,1,0,0,2,none
2,2,0,0,1,2,2,1,0,none
1,0,2,0,0,0,1,0,0,none
1,1,2,1,0,2,2,2,0,none
1,0,2,1,1,0,0,2,1,X_win
1,1,2,0,0,0,1,1,2,none
1,1,1,0,2,1,1,0,2,X_win
1,2,1,1,0,0,1,2,2,X_win
1,1,2,1,2,0,2,0,1,O_win
0,0,2,1,1,2,0,0,2,O_win
2,2,2,1,1,2,2,2,0,O_win
2,0,1,0,1,1,1,0,0,X_win
2,1,2,0,0,1,2,0,2,none
0,1,0,2,1,1,2,2,0,none
1,2,0,1,0,2,1,1,1,X_win
2,0,2,0,0,1,1,1,1,X_win
2,1,0,2,1,2,0,2,0,none
2,0,2,0,0,2,2,2,1,none
0,1,2,2,1,0,0,0,0,none
2,1,2,1,2,0,0,2,0,none
1,2,0,0,1,1,2,1,0,none
2,0,0,2,0,1,0,2,0,none
0,1,2,0,1,1,1,0,0,none
2,0,1,1,0,2,2,0,0,none
0,0,1,1,1,2,1,2,2,X_win
2,2,1,1,1,1,2,0,1,X_win
1,0,2,1,1,0,1,2,0,X_win
1,1,1,0,2,1,1,1,0,X_win
1,2,0,1,0,1,0,0,2,none
0,2,2,1,0,2,0,1,1,none
0,1,1,0,0,0,2,2,0,none
1,0,2,2,1,2,1,2,2,O_win
1,2,0,0,0,0,1,0,2,none
1,2,0,1,1,2,1,2,2,X_win
1,1,1,2,2,0,0,2,2,X_win
2,1,0,1,0,0,2,0,0,none
0,1,0,2,1,2,0,2,0,none
0,2,1,0,1,2,0,2,1,none
1,0,2,0,1,1,0,2,2,none
0,2,1,0,1,1,0,2,0,none
1,2,1,0,1,2,2,1,2,none
0,2,2,0,2,1,2,1,2,O_win
2,0,0,0,2,2,2,2,1,none
0,1,0,2,0,2,1,2,0,none
1,2,1,2,2,0,1,0,2,none
1,0,0,2,2,0,2,0,1,none
1,1,0,1,1,1,1,1,1,X_win
0,0,0,2,0,1,2,0,1,none
0,2,1,1,0,0,1,0,1,none
2,0,0,1,1,0,1,2,2,none
0,1,0,1,0,2,2,2,0,none
1,2,0,1,2,1,0,0,0,none
0,2,1,0,0,0,2,0,0,none
2,1,1,2,0,1,2,0,0,O_win
0,0,0,2,1,2,0,1,0,none
2,0,1,0,1,0,1,1,1,X_win
1,1,1,1,2,1,2,2,0,X_win
1,2,0,2,2,0,0,0,1,none
1,0,1,1,1,2,0,0,0,none
2,1,1,1,1,0,1,0,0,X_win
2,0,2,0,0,0,2,0,0,none
0,1,2,2,0,0,0,1,2,none
2,1,1,1,1,0,0,0,2,none
2,2,2,2,0,1,2,1,2,O_win
0,2,2,1,0,1,0,0,2,none
0,0,2,0,1,1,0,2,2,none
0,0,0,2,1,0,1,2,0,none
2,0,0,2,2,1,1,2,1,none
1,2,0,0,1,1,0,1,2,none
2,1,2,0,1,1,2,1,0,X_win
0,0,0,1,0,1,2,2,1,none
0,0,0,2,0,0,2,2,2,O_win
1,1,2,0,1,1,1,2,0,none
0,1,0,1,1,1,2,1,1,X_win
0,1,1,0,0,1,0,0,0,none
1,1,1,2,1,2,0,2,1,X_win
1,0,2,1,1,1,1,1,2,X_win
1,0,0,2,0,1,2,0,1,none
2,0,2,2,2,1,0,1,1,none
1,0,0,0,0,1,2,1,2,none
2,0,0,2,0,0,0,1,1,none
1,2,0,2,1,0,1,2,1,X_win
1,1,2,1,0,1,1,1,0,X_win
0,0,1,2,2,0,0,1,1,none
1,2,0,0,2,0,2,2,1,O_win
1,2,1,1,2,0,1,1,0,X_win
0,1,2,1,1,0,2,1,2,X_win
0,1,0,1,2,2,2,1,0,none
2,1,0,1,0,2,2,1,0,none
2,0,1,1,2,2,1,0,1,none
0,0,2,1,1,2,1,0,1,none
1,2,0,0,2,0,1,1,0,none
1,0,0,0,1,0,2,2,2,O_win
1,2,1,1,1,2,1,0,2,X_win
1,1,2,0,1,2,2,1,2,X_win
1,0,2,0,0,2,0,0,0,none
0,2,0,0,2,2,2,0,2,none
2,0,1,2,0,2,1,2,1,none
0,0,0,2,1,1,1,0,1,none
1,0,0,1,0,0,2,1,2,none
1,2,0,1,0,1,0,1,1,none
0,2,1,0,0,0,2,0,2,none
2,2,1,2,0,2,2,2,1,O_win
2,0,0,1,2,2,0,2,0,none
1,1,2,0,0,1,1,1,1,X_win
0,2,0,1,1,1,0,0,2,X_win
0,2,0,0,1,1,1,0,2,none
1,2,2,0,2,0,2,0,2,O_win
2,1,2,0,2,2,2,1,1,O_win
2,1,0,1,0,0,1,0,1,none
1,1,0,1,0,0,0,1,2,none
1,2,2,2,0,1,1,2,0,none
0,0,2,1,1,0,2,1,0,none
1,0,0,1,0,2,1,2,1,X_win
1,2,0,2,2,0,0,0,1,none
2,0,1,0,1,0,2,1,1,none
0,1,1,1,0,1,0,0,2,none
2,0,1,1,2,0,0,0,2,O_win
2,0,0,1,1,2,0,2,1,none
2,0,0,1,0,0,0,1,2,none
0,0,1,1,1,1,2,2,1,X_win
0,2,1,2,2,0,2,0,2,none
1,2,1,0,0,0,0,1,2,none
1,0,0,0,1,0,1,1,1,X_win
0,0,0,2,1,0,0,0,1,none
0,0,0,1,2,1,2,0,2,none
0,0,0,0,1,0,0,2,2,none
0,0,1,2,0,1,0,1,1,X_win
1,1,2,0,1,0,1,0,1,X_win
2,2,0,0,0,2,0,1,0,none
2,1,2,2,1,1,0,2,1,none
0,2,0,0,2,1,0,2,0,O_win
2,2,0,1,2,2,1,2,1,O_win
2,1,1,1,1,0,1,0,1,X_win
2,1,0,1,2,2,1,0,2,O_win
2,2,2,2,2,1,1,0,0,O_win
1,1,1,1,2,1,0,1,2,X_win
2,0,0,2,1,0,0,1,1,none
1,0,1,2,1,2,2,1,0,none
1,2,1,0,1,1,2,2,1,X_win
0,2,2,0,2,0,0,2,1,O_win
2,2,1,0,1,0,1,2,1,X_win
2,1,2,2,0,1,0,0,1,none
2,1,0,1,0,1,2,1,1,none
0,1,0,0,2,1,2,0,0,none
0,1,0,0,0,1,2,1,0,none
1,0,1,2,0,2,1,0,2,none
0,2,0,0,2,2,2,0,0,none
2,1,0,0,0,0,1,2,0,none
2,1,1,0,0,0,1,1,0,none
1,0,0,2,2,0,0,1,2,none
1,2,1,0,1,1,1,2,2,X_win
0,1,2,1,1,0,1,1,0,X_win
2,1,1,1,2,0,1,0,2,O_win
1,0,2,0,1,0,2,0,1,X_win
2,1,2,1,2,2,2,2,1,O_win
0,2,1,0,0,2,0,2,2,none
0,0,1,1,0,1,2,2,1,X_win
2,2,0,1,0,2,0,1,2,none
1,1,2,2,0,2,0,0,1,none
2,2,2,1,0,2,0,2,2,O_win
0,1,2,2,1,2,2,2,1,none
0,0,0,2,2,0,1,2,1,none
1,1,2,0,1,1,0,1,2,X_win
1,2,1,1,1,1,0,1,2,X_win
1,0,0,1,1,1,0,1,0,X_win
1,2,1,0,1,1,1,1,0,X_win
1,2,0,2,0,1,2,0,2,none
2,2,1,2,1,0,2,0,1,O_win
1,0,1,2,2,2,1,2,2,O_win
2,0,0,2,1,2,2,2,1,O_win
1,0,0,0,0,0,2,2,2,O_win
1,2,1,0,0,2,2,1,1,none
2,0,2,2,1,2,1,1,0,none
1,0,2,1,0,2,2,0,1,none
2,0,2,2,0,1,0,1,0,none
0,0,1,1,1,2,1,2,1,X_win
1,1,1,2,0,0,1,2,2,X_win
1,1,1,2,2,1,0,1,1,X_win
