customer_id,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,payment_method,internet_service,region,is_senior,has_phone_service,add_on_security,add_on_backup,add_on_streaming,churn
1091,27,84.97,2281.45,2,Month-to-month,Electronic check,Fiber,South,1,0,1,2,2,1
3942,39,102.44,3976.9,0,Month-to-month,Electronic check,DSL,North,0,0,2,2,2,1
652,53,71.27,3786.02,2,Two year,Credit card,DSL,West,1,1,1,0,0,0
4577,66,93.54,6173.41,0,Two year,Electronic check,Fiber,East,0,0,2,1,2,0
3737,60,102.53,6115.01,2,Month-to-month,Credit card,Fiber,North,1,0,1,2,1,0
1786,29,60.7,1767.62,2,Two year,Credit card,DSL,East,0,1,2,2,0,0
1131,52,95.04,4938.48,1,Two year,Electronic check,DSL,North,1,0,0,2,1,0
1074,64,54.13,3522.8,1,Two year,Electronic check,DSL,South,1,1,1,1,0,0
1210,11,50.56,556.51,0,Month-to-month,Bank transfer,DSL,North,0,0,1,0,2,0
472,44,83.1,3614.09,1,Month-to-month,Electronic check,Fiber,South,1,1,2,2,0,0
4911,32,89.87,2878.89,1,Month-to-month,Electronic check,DSL,North,0,1,1,1,1,1
2589,41,83.47,3424.33,1,Month-to-month,Credit card,Fiber,East,0,0,2,1,1,0
4213,34,43.88,1439.01,3,Month-to-month,Electronic check,DSL,West,1,1,0,0,0,1
3087,29,77.08,2273.88,1,Month-to-month,Mailed check,DSL,North,1,0,1,2,1,0
126,62,87.77,5392.79,0,Month-to-month,Electronic check,DSL,East,0,0,0,1,2,0
4428,57,68.17,3910.15,1,Month-to-month,Credit card,DSL,East,1,1,2,1,0,0
2276,26,60.93,1581.76,0,Month-to-month,Bank transfer,DSL,East,1,1,0,0,2,0
70,6,74.31,465.19,2,Month-to-month,Credit card,DSL,South,1,1,0,1,0,1
59,16,51.92,877.08,0,Month-to-month,Credit card,Fiber,West,1,1,0,0,0,0
976,41,53.78,2154.85,1,One year,Electronic check,DSL,East,0,0,0,2,2,0
1252,32,89.7,2839.61,3,Month-to-month,Electronic check,Fiber,East,0,0,0,2,1,1
3888,53,71.46,3755.12,0,Two year,Credit card,Fiber,North,1,1,1,0,0,0
568,64,65.49,4179.45,1,Month-to-month,Electronic check,Fiber,East,0,0,0,1,0,0
1697,11,63.41,710.08,0,Month-to-month,Electronic check,Fiber,North,0,0,2,1,0,1
1278,37,64.19,2381.3,0,Month-to-month,Bank transfer,DSL,West,0,0,0,1,0,0
2950,65,75.96,4930.71,1,Two year,Mailed check,Fiber,West,1,1,1,0,0,0
3970,19,75.76,1346.03,0,Month-to-month,Credit card,Fiber,North,0,0,2,2,0,0
2181,27,91.5,2400.69,1,One year,Electronic check,DSL,East,1,1,1,1,2,0
2232,53,70.57,3662.31,4,One year,Electronic check,None,West,0,1,0,2,1,0
3817,59,91.33,5442.87,0,Month-to-month,Mailed check,Fiber,East,0,0,2,2,0,1
4057,41,82.66,3403.8,0,Month-to-month,Bank transfer,Fiber,East,0,0,0,2,2,0
698,9,99.87,898.17,0,One year,Mailed check,Fiber,North,0,1,1,2,1,0
3084,64,92.92,5948.53,0,One year,Credit card,Fiber,East,0,0,2,2,1,1
4663,24,61.02,1395.58,2,Month-to-month,Electronic check,Fiber,South,1,1,1,0,1,0
226,6,70.73,443.99,3,Two year,Credit card,Fiber,South,0,0,1,0,0,0
1603,71,74.05,5184.58,1,One year,Electronic check,DSL,North,1,1,0,0,2,0
4938,14,32.83,415.06,2,One year,Electronic check,DSL,North,0,1,1,0,0,0
238,52,80.4,4192.6,2,One year,Electronic check,DSL,East,0,0,0,0,0,0
98,37,52.05,1967.26,1,Month-to-month,Bank transfer,None,East,0,1,2,1,0,0
1641,63,110.78,6946.14,1,One year,Electronic check,Fiber,South,0,0,1,1,2,0
3428,34,80.68,2752.37,3,Two year,Electronic check,Fiber,West,0,0,2,1,0,0
3742,38,70.61,2622.36,2,Month-to-month,Bank transfer,Fiber,North,1,0,0,1,1,0
3322,28,59.56,1668.76,0,Month-to-month,Credit card,DSL,East,0,0,1,1,0,0
1655,57,92.91,5329.23,2,Two year,Credit card,DSL,North,1,0,0,2,1,0
3590,67,88.9,6036.45,2,Month-to-month,Bank transfer,Fiber,North,0,1,0,2,2,0
1133,54,76.95,4236.75,0,Month-to-month,Bank transfer,DSL,South,1,0,0,1,1,0
4,67,83.01,5568.45,3,One year,Electronic check,DSL,West,1,0,2,0,1,0
4467,49,75.49,3683.17,1,Month-to-month,Electronic check,DSL,North,0,1,1,2,0,0
4130,20,73.55,1455.5,1,Two year,Bank transfer,DSL,East,1,1,2,0,1,0
287,51,90.39,4552.69,3,Month-to-month,Bank transfer,Fiber,West,0,1,1,1,2,0
973,38,63.66,2431.68,3,Month-to-month,Credit card,None,East,1,0,1,1,2,0
4982,46,77.62,3558.29,0,Month-to-month,Electronic check,Fiber,East,1,1,2,1,2,1
984,13,86.77,1141.29,0,Month-to-month,Electronic check,DSL,North,1,0,2,2,2,1
3928,62,74.02,4505.54,0,Two year,Mailed check,DSL,East,0,0,1,0,2,0
4679,34,99.77,3430.59,2,Month-to-month,Credit card,DSL,East,1,1,2,2,1,1
2349,22,72.68,1644.07,1,Month-to-month,Electronic check,None,North,1,0,0,1,2,1
2188,28,81.67,2242.93,0,One year,Electronic check,DSL,West,1,1,0,2,2,0
4733,66,77.54,5114.38,1,Month-to-month,Mailed check,DSL,South,0,1,0,2,2,0
1825,71,74.64,5301.01,1,One year,Credit card,Fiber,North,0,1,1,2,1,0
4087,14,71.25,992.71,0,Month-to-month,Electronic check,DSL,East,0,1,2,2,2,0
1216,21,78.81,1656.62,1,Month-to-month,Electronic check,DSL,East,0,0,2,0,2,0
920,71,81.88,5875.57,1,One year,Electronic check,DSL,West,1,1,2,0,0,0
3515,59,55.19,3221.34,1,Two year,Electronic check,DSL,South,1,0,0,0,0,0
1155,25,69.59,1745.73,3,Month-to-month,Credit card,DSL,South,0,0,1,0,1,0
1391,53,47.07,2465.82,3,Two year,Electronic check,DSL,West,0,0,0,1,0,0
4319,54,87.78,4808.22,1,Two year,Bank transfer,Fiber,East,0,1,1,1,2,0
2352,35,88.23,3126.05,3,Two year,Electronic check,Fiber,East,1,1,0,2,1,0
2368,13,70.77,917.14,3,Month-to-month,Bank transfer,DSL,North,0,0,0,0,2,0
4131,26,102.97,2737.29,0,One year,Electronic check,Fiber,South,0,1,1,0,2,1
1781,9,53.31,492.38,0,Month-to-month,Electronic check,DSL,East,0,1,1,0,2,1
694,23,77.83,1858.21,1,Month-to-month,Mailed check,DSL,West,1,1,0,1,2,1
1618,71,70.33,5036.79,1,One year,Mailed check,DSL,West,0,1,1,0,2,0
1774,22,89.36,2015.5,0,Two year,Mailed check,Fiber,North,0,1,1,0,2,1
4904,60,75.31,4588.17,1,Two year,Credit card,DSL,North,0,1,2,0,2,0
4611,28,62.14,1736.98,3,Two year,Mailed check,DSL,North,1,1,2,1,1,0
3965,39,89.9,3566.29,0,Month-to-month,Electronic check,Fiber,South,1,0,1,1,2,1
1506,5,57.94,410.23,0,Month-to-month,Electronic check,DSL,West,0,0,1,0,1,0
2522,9,79.07,726.17,2,One year,Electronic check,Fiber,South,1,1,1,1,1,0
3698,6,73.68,515.62,0,Month-to-month,Electronic check,DSL,East,0,0,0,0,2,0
1234,17,82.77,1397.4,0,One year,Electronic check,Fiber,South,0,1,0,0,2,0
134,46,85.17,3874.61,0,Month-to-month,Credit card,Fiber,East,0,0,1,1,0,0
93,0,72.22,64.06,0,Month-to-month,Electronic check,DSL,North,1,1,2,1,1,0
2535,55,87.13,4794.28,0,Two year,Electronic check,DSL,North,1,1,2,2,1,0
433,16,65.8,993.82,0,One year,Bank transfer,DSL,West,1,1,0,1,0,0
563,0,84.04,0.0,2,Two year,Electronic check,Fiber,East,0,1,0,1,1,1
553,0,65.13,23.14,1,Month-to-month,Electronic check,None,East,0,0,2,1,2,0
317,47,77.24,3607.47,2,Month-to-month,Electronic check,DSL,East,0,0,0,1,0,0
1996,52,115.93,5999.06,2,One year,Bank transfer,Fiber,North,1,0,0,2,1,0
224,47,77.49,3669.33,0,Two year,Electronic check,Fiber,East,0,0,0,0,2,0
4153,3,47.36,181.16,3,Month-to-month,Credit card,None,North,0,0,0,1,2,1
1846,24,80.91,1863.07,1,One year,Electronic check,Fiber,North,1,1,2,0,2,0
4214,26,52.87,1443.68,0,Month-to-month,Electronic check,DSL,South,1,1,1,0,0,1
1068,59,72.27,4273.87,0,One year,Electronic check,DSL,West,0,0,2,2,1,0
1491,61,80.39,4850.05,1,Month-to-month,Electronic check,DSL,South,0,1,0,2,2,1
4916,12,71.64,847.95,3,Two year,Electronic check,DSL,West,0,0,2,2,2,0
1629,30,93.19,2873.89,2,Month-to-month,Electronic check,DSL,North,0,0,2,2,2,0
4263,61,82.78,5088.6,3,Month-to-month,Bank transfer,DSL,East,1,1,1,1,2,0
1579,67,48.87,3230.91,0,Two year,Mailed check,Fiber,South,1,1,0,0,1,0
2638,33,90.25,2949.84,2,Month-to-month,Mailed check,Fiber,North,1,1,0,2,1,1
1063,18,59.11,1091.64,1,Month-to-month,Electronic check,DSL,East,0,0,1,2,0,1
4432,37,72.86,2696.17,0,Two year,Electronic check,Fiber,West,1,1,0,1,1,0
4366,2,78.08,138.34,1,Month-to-month,Electronic check,Fiber,West,1,0,2,1,1,1
4792,52,90.83,4736.35,0,Month-to-month,Electronic check,Fiber,East,0,1,0,0,1,1
474,56,93.27,5274.82,2,Month-to-month,Electronic check,Fiber,West,0,0,2,1,2,0
2641,51,62.25,3128.41,0,One year,Electronic check,Fiber,East,1,0,2,2,0,0
2933,7,70.04,416.26,1,One year,Electronic check,Fiber,North,1,0,0,1,0,1
261,5,102.21,485.37,0,Month-to-month,Bank transfer,Fiber,South,0,1,2,1,0,1
4106,43,66.18,2923.06,0,Month-to-month,Bank transfer,DSL,North,0,1,0,0,1,0
1270,47,71.17,3358.35,1,Month-to-month,Electronic check,DSL,West,0,1,2,2,1,1
2272,50,58.71,2944.54,2,One year,Mailed check,DSL,South,1,1,0,2,0,0
4038,54,91.55,4948.5,4,Two year,Credit card,DSL,North,1,1,2,0,2,0
3834,16,53.49,777.61,2,Month-to-month,Credit card,Fiber,East,0,1,0,2,0,0
613,69,103.04,7156.6,0,Two year,Electronic check,Fiber,East,0,0,2,2,1,0
368,51,65.08,3262.19,1,One year,Bank transfer,DSL,East,1,0,0,1,2,0
1176,70,96.51,6762.47,2,One year,Mailed check,Fiber,East,1,1,2,1,1,0
2716,23,75.01,1721.06,1,Month-to-month,Electronic check,DSL,East,1,0,0,1,0,0
1740,3,106.49,311.37,1,One year,Electronic check,Fiber,West,1,0,1,0,2,1
4335,52,67.9,3547.37,0,Two year,Bank transfer,DSL,West,0,0,1,0,2,0
50,2,92.8,179.73,0,Month-to-month,Mailed check,Fiber,West,1,1,2,2,0,0
4863,8,74.57,607.52,2,Month-to-month,Electronic check,DSL,West,0,0,1,0,2,1
1884,69,46.35,3253.0,1,One year,Bank transfer,None,South,1,0,1,1,1,0
2918,41,72.4,2988.26,2,Two year,Electronic check,Fiber,South,1,1,0,0,0,0
4246,23,92.67,2173.48,0,Month-to-month,Credit card,Fiber,North,1,0,2,2,2,0
3792,69,95.1,6523.22,1,Month-to-month,Mailed check,Fiber,West,1,1,1,2,0,0
2832,50,75.61,3824.61,1,Month-to-month,Bank transfer,Fiber,North,1,1,2,0,0,0
896,53,61.52,3214.93,1,Two year,Bank transfer,None,West,0,1,1,1,2,0
4476,46,85.54,3920.71,0,One year,Mailed check,Fiber,West,0,0,0,0,2,0
1275,16,64.27,1051.39,1,Month-to-month,Electronic check,DSL,South,0,0,1,1,1,1
1266,15,87.56,1328.82,1,Two year,Bank transfer,DSL,South,0,1,1,2,1,0
612,21,58.76,1186.52,2,One year,Bank transfer,DSL,South,1,0,2,1,0,0
1858,44,84.9,3724.97,2,Month-to-month,Electronic check,Fiber,West,0,0,0,2,1,0
2724,32,71.61,2287.75,2,Month-to-month,Electronic check,None,South,1,0,1,1,2,0
1615,70,97.45,6857.33,1,Two year,Mailed check,Fiber,South,0,0,2,1,2,0
1566,35,56.95,1968.55,1,Month-to-month,Bank transfer,DSL,East,1,1,0,0,1,0
559,58,130.96,7709.38,3,One year,Bank transfer,Fiber,North,0,1,1,2,2,0
4068,64,85.69,5418.13,0,One year,Credit card,Fiber,West,0,1,2,0,0,0
2143,20,94.88,1861.31,1,One year,Bank transfer,Fiber,East,0,1,1,1,0,0
2834,36,65.06,2329.14,4,Two year,Bank transfer,DSL,North,1,0,1,0,2,0
1913,55,65.66,3633.57,0,Two year,Bank transfer,None,South,0,1,2,0,0,0
4508,22,96.04,2101.77,0,Month-to-month,Electronic check,DSL,East,1,1,2,2,1,0
3647,42,97.46,4168.62,2,Month-to-month,Bank transfer,Fiber,South,0,0,0,0,2,1
1102,12,78.16,973.62,1,Month-to-month,Electronic check,DSL,South,0,0,0,1,1,1
172,14,86.31,1123.51,1,Month-to-month,Bank transfer,DSL,East,1,1,2,2,0,1
4390,31,60.28,1918.44,0,One year,Electronic check,DSL,South,0,1,0,0,2,0
3051,22,76.89,1696.96,0,Two year,Electronic check,DSL,West,1,1,1,1,1,0
4174,50,83.51,4197.51,2,Month-to-month,Electronic check,Fiber,South,0,0,2,1,0,0
1180,43,104.66,4444.81,0,Month-to-month,Credit card,Fiber,West,0,0,0,0,2,0
4000,6,93.91,547.98,1,Month-to-month,Bank transfer,Fiber,East,0,0,2,1,1,0
4682,3,88.16,276.67,1,Month-to-month,Electronic check,Fiber,West,0,0,2,0,1,1
3019,67,86.73,5828.48,3,Month-to-month,Electronic check,DSL,East,1,1,2,0,0,0
2891,51,75.83,3836.05,1,Month-to-month,Credit card,Fiber,North,0,0,1,2,1,1
635,67,60.44,4068.59,1,Month-to-month,Electronic check,Fiber,West,1,1,2,2,0,0
1385,38,73.75,2824.99,1,Two year,Electronic check,DSL,South,0,0,1,1,1,0
3704,51,74.17,3816.21,1,One year,Electronic check,Fiber,South,1,0,0,0,0,0
2883,46,101.79,4717.71,4,Month-to-month,Electronic check,DSL,East,0,1,2,0,2,0
2428,13,81.31,1105.34,1,One year,Electronic check,Fiber,North,0,1,1,1,1,0
3316,42,76.05,3202.36,2,Month-to-month,Credit card,DSL,East,0,0,2,2,2,0
2673,41,58.28,2406.63,0,Month-to-month,Mailed check,DSL,South,1,0,1,0,1,0
2140,53,84.58,4605.15,1,Two year,Electronic check,Fiber,North,1,0,2,2,1,0
2049,43,106.01,4502.28,1,Month-to-month,Credit card,Fiber,South,1,1,2,1,2,0
958,0,63.76,0.0,1,Month-to-month,Electronic check,Fiber,East,0,0,0,1,2,1
278,18,96.53,1719.76,2,Month-to-month,Bank transfer,Fiber,West,1,0,2,1,1,1
3277,5,95.42,445.05,1,Month-to-month,Credit card,Fiber,South,0,1,2,0,2,0
1967,17,92.89,1603.32,3,One year,Credit card,Fiber,South,0,1,0,2,2,0
793,61,93.84,5737.07,1,Month-to-month,Electronic check,Fiber,West,1,0,1,1,1,0
497,1,87.14,25.71,0,Month-to-month,Mailed check,DSL,East,1,0,0,1,2,0
29,38,84.88,3218.95,1,Month-to-month,Credit card,Fiber,East,0,1,1,0,1,0
3875,22,86.73,1963.75,1,Two year,Electronic check,Fiber,North,1,0,0,1,2,0
3651,5,97.92,530.03,1,Month-to-month,Electronic check,Fiber,East,1,0,2,2,2,1
2818,38,93.32,3442.7,1,One year,Bank transfer,Fiber,North,0,0,2,0,2,0
148,68,74.46,5027.13,1,Month-to-month,Credit card,DSL,West,0,0,1,1,0,0
246,30,90.43,2725.61,1,Two year,Bank transfer,Fiber,West,1,0,2,2,2,0
352,22,83.29,1835.89,1,Month-to-month,Bank transfer,Fiber,East,1,0,1,1,0,0
4442,13,118.59,1609.22,1,Month-to-month,Mailed check,Fiber,North,0,1,0,2,2,0
155,71,74.1,5190.95,0,Month-to-month,Electronic check,DSL,East,1,0,1,2,1,1
2972,22,79.73,1713.43,0,One year,Electronic check,DSL,East,1,0,0,1,2,1
1362,7,62.65,468.61,1,Month-to-month,Bank transfer,Fiber,South,1,1,0,1,0,0
610,32,66.12,2094.3,4,Month-to-month,Bank transfer,Fiber,East,1,0,0,1,1,1
2279,48,83.02,3989.15,1,Two year,Credit card,Fiber,South,0,0,0,0,2,0
3007,1,106.07,70.32,1,One year,Credit card,Fiber,West,0,0,1,0,1,0
4457,22,71.2,1500.06,2,Month-to-month,Electronic check,DSL,South,0,1,1,2,1,0
4824,16,42.02,675.39,2,One year,Credit card,None,West,1,0,0,1,0,0
1193,21,114.09,2416.81,0,Two year,Electronic check,Fiber,West,0,1,2,1,2,0
4330,28,69.12,1960.37,1,Two year,Credit card,DSL,West,0,1,0,2,1,0
3689,28,69.61,1888.98,2,One year,Electronic check,DSL,East,1,1,2,0,2,0
1075,13,50.17,617.11,2,Two year,Bank transfer,None,East,1,0,0,2,2,0
4914,22,95.61,2071.18,1,Two year,Electronic check,DSL,West,0,0,1,1,1,0
4600,37,93.14,3433.85,3,Month-to-month,Credit card,Fiber,South,0,0,2,1,0,0
4336,35,75.58,2676.86,4,Month-to-month,Bank transfer,DSL,North,1,0,2,2,1,0
2797,3,73.84,189.28,0,One year,Electronic check,Fiber,West,0,1,1,1,0,0
2019,26,92.91,2437.38,1,One year,Electronic check,Fiber,East,1,0,2,1,2,0
3401,46,59.88,2741.38,3,Month-to-month,Credit card,DSL,East,0,0,0,1,1,0
223,14,100.65,1424.41,1,One year,Electronic check,Fiber,East,1,0,1,0,1,0
4111,55,53.85,2933.23,0,Month-to-month,Mailed check,None,North,0,1,0,0,1,0
1502,39,88.89,3479.27,1,Two year,Electronic check,Fiber,North,1,0,0,0,0,0
4117,64,64.29,4125.87,0,One year,Electronic check,Fiber,East,1,0,1,1,1,0
642,42,90.84,3863.8,0,Two year,Bank transfer,Fiber,South,0,0,2,1,1,0
2876,41,65.4,2643.81,0,Month-to-month,Electronic check,DSL,North,0,0,1,2,0,0
3183,32,73.41,2310.39,1,Month-to-month,Credit card,DSL,East,1,0,0,0,0,0
929,62,73.29,4613.63,0,One year,Mailed check,Fiber,South,0,1,0,0,0,0
2640,56,71.73,4109.85,1,Month-to-month,Electronic check,Fiber,West,1,1,0,2,0,1
215,47,106.1,4884.81,0,One year,Credit card,Fiber,South,1,1,1,2,1,0
344,23,81.83,1891.35,3,One year,Credit card,None,North,1,0,1,2,2,0
4537,55,76.75,4288.15,1,One year,Mailed check,DSL,West,1,0,0,1,0,0
3925,4,68.64,243.51,2,Month-to-month,Credit card,Fiber,North,1,0,0,1,1,0
363,68,63.68,4336.58,2,Month-to-month,Electronic check,DSL,East,1,1,1,1,0,0
2786,54,70.41,3766.41,1,One year,Mailed check,DSL,North,0,0,2,0,1,0
2107,56,88.49,4906.27,3,One year,Bank transfer,Fiber,West,0,1,1,2,0,0
1714,71,88.19,6302.15,2,Two year,Bank transfer,DSL,East,0,1,1,0,1,0
3378,49,78.8,3784.6,4,Two year,Bank transfer,Fiber,South,1,1,0,0,2,0
3903,37,78.61,2854.31,0,One year,Bank transfer,Fiber,South,1,0,2,2,0,0
2173,26,70.93,1785.13,1,Month-to-month,Bank transfer,DSL,South,1,1,2,2,2,0
3220,10,88.15,921.61,4,Month-to-month,Bank transfer,Fiber,North,0,0,0,0,1,1
3086,41,80.26,3192.8,0,Month-to-month,Bank transfer,Fiber,North,0,1,1,1,1,0
4368,31,60.96,1955.95,1,One year,Bank transfer,None,West,0,1,2,0,1,0
4987,33,123.04,4041.22,1,One year,Bank transfer,Fiber,West,1,1,2,2,0,1
1156,62,62.6,3884.51,2,Month-to-month,Electronic check,DSL,West,1,1,1,0,0,0
3681,18,84.9,1612.65,0,One year,Electronic check,DSL,West,1,1,2,0,1,1
971,69,79.49,5470.07,0,Month-to-month,Electronic check,Fiber,South,0,0,0,1,2,0
4574,45,97.21,4341.48,0,Month-to-month,Bank transfer,DSL,East,1,0,1,2,0,0
1764,54,81.51,4400.03,3,Month-to-month,Bank transfer,DSL,North,0,1,1,2,2,1
3160,40,81.46,3303.15,1,Month-to-month,Electronic check,DSL,South,0,1,2,2,0,0
1261,50,111.69,5648.49,1,Month-to-month,Mailed check,Fiber,North,1,1,2,1,1,1
2118,32,97.8,3217.25,1,Month-to-month,Bank transfer,Fiber,North,1,0,2,2,0,1
1203,31,106.9,3236.27,2,Two year,Credit card,Fiber,South,0,0,1,1,2,0
982,7,77.75,457.84,1,Two year,Credit card,DSL,North,0,1,2,1,1,0
4568,63,60.01,3772.55,1,Month-to-month,Bank transfer,DSL,North,1,0,0,0,1,0
2631,57,92.15,5181.31,2,Month-to-month,Credit card,DSL,East,0,0,1,2,2,0
3247,71,63.01,4471.56,1,Month-to-month,Electronic check,None,East,1,1,1,2,0,0
3747,41,88.53,3646.83,0,Month-to-month,Bank transfer,Fiber,South,0,1,0,1,2,0
3495,23,75.11,1863.69,0,Month-to-month,Credit card,Fiber,South,1,1,0,1,0,0
4637,38,99.93,3740.82,1,Month-to-month,Credit card,Fiber,East,1,0,1,2,0,0
3504,10,74.28,731.42,1,One year,Credit card,DSL,North,0,1,2,1,0,0
2047,38,74.09,2790.51,2,Month-to-month,Electronic check,Fiber,North,0,0,0,2,1,0
3801,57,57.02,3124.93,0,Month-to-month,Electronic check,DSL,North,0,1,1,0,0,0
4919,34,105.97,3578.68,5,Two year,Electronic check,Fiber,North,0,1,0,0,2,0
2441,68,64.11,4366.24,0,Two year,Mailed check,Fiber,North,0,0,1,0,0,0
4719,47,73.47,3435.79,3,Month-to-month,Bank transfer,DSL,West,1,1,0,0,0,0
1083,42,76.91,3209.89,0,Two year,Credit card,DSL,East,0,0,2,2,2,0
2200,33,66.91,2284.1,3,One year,Bank transfer,Fiber,West,1,0,0,1,1,0
815,11,95.76,986.81,2,Month-to-month,Credit card,DSL,North,0,0,1,2,1,0
2580,52,83.35,4363.4,1,Two year,Electronic check,Fiber,South,1,0,0,0,2,0
3611,21,50.71,1070.54,1,One year,Electronic check,None,East,1,0,0,0,2,0
3665,15,79.73,1231.51,1,Month-to-month,Electronic check,Fiber,South,1,0,1,1,2,1
2327,24,130.82,3177.79,1,Month-to-month,Mailed check,Fiber,West,1,1,1,2,1,1
4539,66,23.86,1584.05,1,Month-to-month,Bank transfer,None,North,1,1,2,0,0,0
4200,16,85.15,1356.04,0,Month-to-month,Credit card,Fiber,South,0,0,1,2,2,1
159,1,55.98,48.37,0,One year,Credit card,DSL,East,1,0,1,1,1,0
1174,8,30.63,190.13,2,One year,Credit card,None,North,0,1,0,0,1,0
4237,34,50.58,1655.79,0,Month-to-month,Electronic check,None,East,1,0,2,0,2,0
4905,45,89.5,4105.59,1,One year,Credit card,DSL,East,0,1,1,2,2,0
831,36,122.73,4433.03,1,One year,Bank transfer,Fiber,West,1,0,2,1,0,0
1178,68,72.89,4981.07,0,Month-to-month,Electronic check,Fiber,East,0,1,1,1,0,0
1685,38,100.42,3837.05,0,Month-to-month,Electronic check,Fiber,South,1,0,0,0,1,0
2528,48,63.45,3061.28,4,Two year,Bank transfer,DSL,West,0,0,1,2,0,1
729,63,92.37,5886.58,3,Month-to-month,Mailed check,Fiber,West,0,1,2,2,1,0
2406,31,79.79,2458.23,1,Month-to-month,Electronic check,Fiber,East,1,1,1,1,2,0
439,13,38.57,536.06,2,One year,Mailed check,None,West,1,1,0,2,0,0
801,20,80.16,1643.07,0,One year,Credit card,DSL,East,1,0,2,2,2,0
4182,36,110.84,4016.69,0,Month-to-month,Electronic check,Fiber,East,1,0,2,2,2,0
645,17,103.86,1871.35,2,One year,Bank transfer,Fiber,West,1,0,2,0,2,0
3383,43,95.49,4077.71,1,Two year,Electronic check,DSL,South,1,0,2,1,1,0
2501,32,59.96,1906.91,0,Month-to-month,Credit card,Fiber,South,1,1,1,1,1,1
2649,46,73.65,3348.58,1,One year,Electronic check,DSL,South,0,0,0,0,0,1
1313,58,93.06,5467.58,0,One year,Mailed check,Fiber,West,1,1,2,0,2,1
3840,46,98.21,4548.96,2,Month-to-month,Bank transfer,Fiber,East,1,1,2,2,2,1
720,65,95.36,6209.01,0,Two year,Electronic check,Fiber,East,1,0,0,0,2,0
554,55,91.47,4988.69,0,Two year,Electronic check,DSL,East,0,1,2,2,1,0
2509,69,99.7,6797.97,1,Month-to-month,Bank transfer,Fiber,West,0,1,0,1,1,0
1636,62,112.53,6975.73,3,Month-to-month,Electronic check,Fiber,South,1,1,2,1,0,1
2652,32,90.05,2845.6,1,Month-to-month,Electronic check,Fiber,East,1,1,1,1,2,1
3459,1,61.95,93.22,0,Month-to-month,Bank transfer,Fiber,West,1,1,1,1,2,1
232,17,80.49,1285.36,0,Month-to-month,Mailed check,Fiber,West,0,1,0,0,0,0
3991,58,95.59,5536.7,1,Two year,Mailed check,Fiber,East,1,0,2,1,2,0
1643,53,80.73,4298.54,1,Month-to-month,Electronic check,DSL,South,1,1,0,0,0,0
1389,58,78.54,4511.35,1,Two year,Mailed check,DSL,East,0,1,0,1,2,0
432,34,79.97,2816.71,0,One year,Credit card,Fiber,East,0,1,0,2,1,0
4298,64,54.19,3404.44,1,One year,Mailed check,DSL,East,1,1,2,0,1,0
3281,53,90.97,4784.94,0,One year,Credit card,DSL,North,1,1,1,1,2,0
867,40,66.71,2606.45,1,Two year,Bank transfer,DSL,South,0,1,0,2,2,0
231,30,80.31,2466.47,0,Month-to-month,Bank transfer,Fiber,East,0,0,2,1,0,0
2092,64,61.51,3957.8,1,Two year,Credit card,DSL,West,1,1,1,2,0,0
127,21,64.36,1335.96,2,Month-to-month,Credit card,DSL,West,1,1,0,0,1,1
418,65,87.89,5721.18,2,One year,Mailed check,DSL,West,0,0,2,0,2,0
4417,63,85.53,5370.56,3,Month-to-month,Credit card,Fiber,South,1,1,2,0,0,0
3633,5,61.04,342.29,2,One year,Electronic check,None,East,0,1,1,2,0,0
947,16,62.52,1072.88,1,One year,Electronic check,None,North,1,0,1,2,1,0
4800,29,106.73,3108.67,2,One year,Credit card,Fiber,North,0,1,2,2,0,0
2502,44,79.58,3475.43,1,One year,Bank transfer,DSL,West,0,1,1,1,0,1
4627,58,78.48,4557.51,3,Two year,Electronic check,Fiber,East,1,1,0,0,1,0
1777,60,47.49,2849.14,2,One year,Electronic check,DSL,East,1,1,1,1,0,0
3259,49,90.6,4349.92,0,One year,Bank transfer,DSL,South,1,0,2,0,2,0
1638,36,93.52,3430.64,0,Two year,Bank transfer,Fiber,West,1,0,0,0,1,0
4530,23,48.24,1154.61,2,One year,Electronic check,DSL,East,1,0,1,1,0,0
395,14,100.87,1390.06,0,Month-to-month,Credit card,Fiber,North,0,1,2,2,0,0
4949,34,44.74,1482.15,3,One year,Bank transfer,Fiber,South,1,1,0,0,0,0
1059,34,58.51,1923.09,0,Month-to-month,Bank transfer,None,West,0,0,2,1,1,0
2773,66,90.92,6037.14,0,Two year,Electronic check,Fiber,East,0,0,2,0,1,0
1218,38,63.69,2367.43,2,One year,Bank transfer,DSL,South,0,0,2,1,0,0
3032,12,59.67,708.26,0,Month-to-month,Electronic check,DSL,West,1,1,0,1,0,1
3660,57,54.23,3090.04,0,Month-to-month,Credit card,DSL,East,0,1,2,0,1,0
80,70,97.11,6790.1,1,One year,Bank transfer,Fiber,North,0,1,0,0,2,0
3966,41,64.88,2602.65,2,Month-to-month,Electronic check,None,West,1,0,0,2,1,0
2216,40,64.16,2654.24,0,Month-to-month,Electronic check,DSL,East,0,0,0,2,0,0
3059,45,84.39,3776.92,3,Month-to-month,Bank transfer,DSL,West,0,0,1,2,1,0
1730,23,67.02,1613.34,1,Month-to-month,Credit card,DSL,West,0,1,1,2,0,0
3937,21,96.59,2012.05,5,Month-to-month,Electronic check,Fiber,North,0,0,2,0,0,0
